Make,Model,Variant,Price,Displacement,Sales2022,Sales2021,Color,Highest_sales_state,Cylinders,Emission_Norm,Fuel_Tank_Capacity_ltr,Fuel_Type,Body_Type,Doors,Mileage,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Tyre_Rim,Rear_Tyre_Rim,Power_Steering,Power_Windows,Power,Torque,Seating_Capacity,Boot_Space_ltr
Mahindra,Tuv300,T10 (O) Dual Tone,1055.259 ,1493 cc,26.402,24.684,white,nevada,3,BS IV,60,Diesel,SUV,5,18.49 km/litre,5,184 mm,Ventilated Disc,Drum,Double wishbone,Rigid Axle Multi-Link,215/75R15,215/75R15,Electric Power,All Windows,100PS@3750RPM,240Nm@1500-2250rpm,7,384
Maruti Suzuki,S-Cross,1.3L Sigma,880.689 ,1248 cc,17.947,16.779,maroon,florida,4,BS IV,48,Diesel,Crossover,5,23.65 km/litre,5,180 mm,Ventilated Disc,Drum,Mc Pherson Strut with coil spring,Torsion beam with coil spring,205/55 R16,205/55 R16,Electric Power,All Windows,90PS@4000rpm,200Nm@1750rpm,5,375
Maruti Suzuki,S-Cross,1.3L Delta,992.689 ,1248 cc,32.299,30.197,orange,florida,4,BS IV,48,Diesel,Crossover,5,23.65 km/litre,5,180 mm,Ventilated Disc,Drum,Macpherson strut with Coil Spring,Torsion beam with coil spring,205/60/R16,205/60/R16,Electric Power,All Windows,90PS@4000rpm,200Nm@1750rpm,5,375
Maruti Suzuki,S-Cross,1.3L Zeta,1043.689 ,1248 cc,21.855,20.433,white,florida,4,BS IV,48,Diesel,Crossover,5,23.65 km/litre,5,180 mm,Ventilated Disc,Solid Disc,Macpherson strut with Coil Spring,Torsion beam with coil spring,205/60 R16,205/60 R16,Electric Power,All Windows,90PS@4000rpm,200Nm@1750rpm,5,375
Maruti Suzuki,S-Cross,1.3L Alpha,1143.689 ,1248 cc,107.995,100.969,maroon,florida,4,BS IV,48,Diesel,Crossover,5,23.65 km/litre,5,180 mm,Ventilated Disc,Solid Disc,Macpherson strut with Coil Spring,Torsion beam with coil spring,205/60R16,205/60R16,Electric Power,All Windows,90PS@4000rpm,200Nm@1750rpm,5,375
Renault,Captur,Rxe Petrol,949.999 ,1498 cc,7.854,7.343,black,florida,4,BS IV,50,Petrol,SUV,5,,5,201 mm,Solid Disc,Drum,Mac Pherson strut with Lower Transverse link coil spring,Twist beam suspension with coil spring,215/65 R16,215/65 R16,Yes,All Windows,106PS@5600rpm,142Nm@4000rpm,5,392
Renault,Captur,Rxe Diesel,1049.999 ,1461 cc,32.775,30.642,maroon,virginia,4,BS IV,50,Diesel,SUV,5,,6,201 mm,Solid Disc,Drum,Mac Pherson strut with Lower Transverse link coil spring,Twist beam suspension with coil spring,215/65 R16,215/65 R16,Yes,All Windows,110PS@3850rpm,240Nm@1750rpm,5,392
Renault,Captur,Platine Diesel Dual Tone,1299.999 ,1461 cc,31.148,29.121,white,florida,4,BS IV,50,Diesel,SUV,5,,6,201 mm,Solid Disc,Drum,Mac Pherson strut with Lower Transverse link coil spring,Twist beam suspension with coil spring,215/60 R17,215/60 R17,Yes,All Windows,110PS@3850rpm,240Nm@1750rpm,5,392
Renault,Captur,Platine Petrol Dual Tone,1199.999 ,1498 cc,32.306,30.203,blue,north carolina,4,BS IV,50,Petrol,SUV,5,,5,201 mm,Solid Disc,Drum,Mac Pherson strut with Lower Transverse link coil spring,Twist beam suspension with coil spring,215/60 R17,215/60 R17,Yes,All Windows,106PS@5600rpm,142Nm@4000rpm,5,392
Mahindra,Xylo,D2 Bs-Iv,963.037 ,2489 cc,13.462,12.586,white,north carolina,4,BS IV,55,Diesel,SUV,5,10.7 km/litre,5,186 mm,Ventilated Disc,Drum,Double Wishbone type with Coil Springs,Multi-link coil spring,205/65R15,205/65R15,Yes,,95PS@3600rpm,218Nm@1400-2600rpm,7,400
Mahindra,Xylo,D4 Bs-Iv,1004.487 ,2489 cc,53.48,50.001,white,north carolina,4,BS IV,55,Diesel,SUV,5,10.3 km/litre,5,186 mm,Ventilated Disc,Drum,Double Wishbone type with Coil Springs,Multi-link coil spring,205/65R15,205/65R15,Electric Power,All Windows,95PS@3600rpm,218Nm@1400-2600rpm,7,400
Mahindra,Xylo,H4 Bs-Iv,1031.951 ,2179 cc,30.696,28.698,gray,north carolina,4,BS IV,55,Diesel,SUV,5,11.4 km/litre,5,180 mm,Ventilated Disc,Drum,Double Wishbone type with Coil Springs,Multi-link coil spring,215/75R15,215/75R15,Electric Power,All Windows,120PS@4000RPM,280Nm@2400-2800rpm,7,400
Mahindra,Xylo,H4 Abs Bs-Iv,1066.139 ,2179 cc,76.034,71.087,black,florida,4,BS IV,55,Diesel,SUV,5,11.4 km/litre,5,180 mm,Ventilated Disc,Drum,Double Wishbone type with Coil Springs,Multi-link coil spring,215/75R15,215/75R15,Electric Power,All Windows,120PS@4000RPM,280Nm@2400-2800rpm,7,400
Mahindra,Xylo,H8 Abs Airbags Bs-Iv,1228.335 ,2179 cc,4.734,4.425,white,arizona,4,BS IV,55,Diesel,SUV,5,11.4 km/litre,5,180 mm,Ventilated Disc,Drum,Double Wishbone type with Coil Springs,Multi-link coil spring,215/75R15,215/75R15,Electric Power,All Windows,121PS@4000rpm,280Nm@2400-2800rpm,8,400
Kia,Seltos,Hte 1.5,989.000 ,1497 cc,71.186,66.554,maroon,arizona,4,BS 6,60,Petrol,SUV,5,,6,190 mm,Ventilated Disc,Ventilated Disc,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65 R16,205/65 R16,Electric Power,All Windows,115PS@6300rpm,144Nm@4500 rpm,5,433
Kia,Seltos,Htk 1.5,1029.000 ,1497 cc,88.028,82.301,black,arizona,,BS 6,60,Petrol,SUV,5,,6,190 mm,Ventilated Disc,Ventilated Disc,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65 R16,205/65 R16,Electric Power,All Windows,115PS@6300rpm,144Nm@4500 rpm,5,433
Kia,Seltos,Htk Plus 1.5,1149.000 ,1497 cc,0.916,0.856,black,arizona,,BS 6,60,Petrol,SUV,5,,6,190 mm,Ventilated Disc,Ventilated Disc,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65 R16,205/65 R16,Electric Power,All Windows,115PS@6300rpm,144Nm@4500 rpm,5,433
Kia,Seltos,Htx 1.5,1309.000 ,1497 cc,227.061,212.29,white,texas,,BS 6,60,Petrol,SUV,5,,6,190 mm,Ventilated Disc,Ventilated Disc,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,215/60 R17,215/60 R17,Electric Power,All Windows,115PS@6300rpm,144Nm@4500 rpm,5,433
Kia,Seltos,Htx Cvt 1.5,1409.000 ,1497 cc,16.767,15.676,white,california,,BS 6,60,Petrol,SUV,5,,6,190 mm,Ventilated Disc,Ventilated Disc,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,215/60 R17,215/60 R17,Electric Power,All Windows,115PS@6300rpm,144Nm@4500 rpm,5,433
Kia,Seltos,Hte 1.5 Diesel,1034.000 ,1493 cc,31.038,29.018,gray,new jersey,,BS 6,60,Diesel,SUV,5,,6,190 mm,Ventilated Disc,Ventilated Disc,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65 R16,205/65 R16,Electric Power,All Windows,114PS@4000 rpm,250Nm@1500-2750rpm,5,433
Kia,Seltos,Htk 1.5 Diesel,1154.000 ,1493 cc,111.313,104.071,black,pennsylvania,,BS 6,60,Diesel,SUV,5,,6,190 mm,Ventilated Disc,Ventilated Disc,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65 R16,205/65 R16,Electric Power,All Windows,115PS@4000RPM,250Nm@1500-2750rpm,5,433
Kia,Seltos,Htk Plus 1.5 Diesel,1254.000 ,1493 cc,101.323,94.731,white,west virginia,,BS 6,60,Diesel,SUV,5,,6,190 mm,Ventilated Disc,Ventilated Disc,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65 R16,205/65 R16,Electric Power,All Windows,115PS@4000RPM,250Nm@1500-2750rpm,5,433
Kia,Seltos,Htk Plus At 1.5 Diesel,1354.000 ,1493 cc,181.749,169.925,white,west virginia,,BS 6,60,Diesel,SUV,5,,6,190 mm,Ventilated Disc,Ventilated Disc,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65 R16,205/65 R16,Electric Power,All Windows,115PS@4000RPM,250Nm@1500-2750rpm,5,433
Kia,Seltos,Htx Plus 1.5 Diesel,1534.000 ,1493 cc,70.227,65.658,silver,nevada,,BS 6,60,Diesel,SUV,5,,6,190 mm,Ventilated Disc,Ventilated Disc,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,215/60 R17,215/60 R17,Electric Power,All Windows,115PS@4000RPM,250Nm@1500-2750rpm,5,433
Kia,Seltos,Htx Plus At 1.5 Diesel,1634.000 ,1493 cc,113.369,105.994,gray,nevada,,BS 6,60,Diesel,SUV,5,,6,190 mm,Ventilated Disc,Ventilated Disc,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,205/65 R16,205/65 R16,Electric Power,All Windows,115PS@4000RPM,250Nm@1500-2750rpm,5,433
Kia,Seltos,Gtk 1.4,1379.000 ,1353 cc,35.068,32.786,white,nevada,4,BS 6,50,Petrol,SUV,5,,6,190 mm,Ventilated Disc,Ventilated Disc,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,215/60 R17,215/60 R17,Electric Power,All Windows,140PS@6000RPM,242Nm@1500-3200rpm,5,433
Kia,Seltos,Gtx 1.4,1529.000 ,1353 cc,245.815,229.824,white,nevada,4,BS 6,50,Petrol,SUV,5,,6,190 mm,Ventilated Disc,Ventilated Disc,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,215/60 R17,215/60 R17,Electric Power,All Windows,140PS@6000RPM,242Nm@1500-3200rpm,5,433
Kia,Seltos,Gtx At 1.4,1629.000 ,1353 cc,175.67,164.242,gray,florida,4,BS 6,50,Petrol,SUV,5,,7,190 mm,Ventilated Disc,Ventilated Disc,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,215/60 R17,215/60 R17,Electric Power,All Windows,140PS@6000RPM,242Nm@1500-3200rpm,5,433
Kia,Seltos,Gtx Plus 1.4,1629.000 ,1353 cc,63.403,59.278,black,south carolina,4,BS 6,50,Petrol,SUV,5,,6,190 mm,Ventilated Disc,Ventilated Disc,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,215/60 R17,215/60 R17,Electric Power,All Windows,140PS@6000RPM,242Nm@1500-3200rpm,5,433
Kia,Seltos,Htx 1.5 Diesel,1414.000 ,1493 cc,276.747,258.744,orange,west virginia,,BS 6,60,Diesel,SUV,5,,6,190 mm,Ventilated Disc,Ventilated Disc,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,215/60 R17,215/60 R17,Electric Power,All Windows,115PS@4000RPM,250Nm@1500-2750rpm,5,433
Nissan,Terrano,Xe D 85Ps,999.900 ,1461 cc,155.787,145.653,maroon,florida,4,BS IV,50,Diesel,SUV,5,17.1 km/litre,5,205 mm,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Torsion beam axle with coil springs & anti-roll bar,215/65R16,215/65R16,Hydraulic Power,All Windows,85PS@3750rpm,200Nm@1900rpm,5,475
Nissan,Terrano,Xv D Premium 110 Ps Amt,1464.900 ,1461 cc,125.338,117.184,black,illinois,4,BS IV,50,Diesel,SUV,5,16 km/litre,6,205 mm,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Torsion beam axle with coil springs & anti-roll bar,215/65R16,215/65R16,Electro-Hydraulic,All Windows,110PS@3900rpm,248Nm@2250rpm,5,475
Nissan,Terrano,Xl (P),999.900 ,1598 cc,220.65,206.296,white,pennsylvania,4,BS IV,50,Petrol,SUV,5,10.1 km/litre,5,205 mm,Ventilated Disc,Drum,Independent McPherson strut with Coil spring & Anti-roll bar,Torsion beam axle with coil springs & anti-roll bar,215/65R16,215/65R16,Hydraulic Power,All Windows,104PS@5850rpm,145Nm@3750rpm,5,475
Nissan,Terrano,Xl D(O),1235.700 ,1461 cc,540.561,505.397,maroon,pennsylvania,4,BS IV,50,Diesel,SUV,5,17.1 km/litre,5,205 mm,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Torsion beam axle with coil springs & anti-roll bar,215/65R16,215/65R16,Electro-Hydraulic,All Windows,85PS@3750rpm,200Nm@1900rpm,5,475
Nissan,Terrano,Xv D Premium 110 Ps,1419.900 ,1461 cc,199.685,186.694,blue,pennsylvania,4,BS IV,50,Diesel,SUV,5,16 km/litre,6,205 mm,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Torsion beam axle with coil springs & anti-roll bar,215/65R16,215/65R16,Electro-Hydraulic,All Windows,110PS@3900rpm,248Nm@2250rpm,5,475
Nissan,Terrano,Sport Edition,1235.700 ,1461 cc,230.902,215.881,blue,pennsylvania,4,BS IV,50,Diesel,SUV,5,17.1 km/litre,5,205 mm,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Torsion beam axle with coil springs & anti-roll bar,215/65R16,215/65R16,Hydraulic Power,All Windows,85PS@3750rpm,200Nm@1900rpm,5,475
Tata,Safari Storme,2.2 Lx 4X2,1109.005 ,2179 cc,73.203,68.44,blue,south carolina,4,BS IV,63,Diesel,SUV,5,10.8 km/litre,5,200 mm,Ventilated Disc,Drum,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,235/70R16,235/70R16,Hydraulic Power,All Windows,150PS@4000rpm,320Nm@1700-2700rpm,7,981
Tata,Safari Storme,2.2 Ex 4X2,1335.158 ,2179 cc,12.855,12.018,gray,pennsylvania,4,BS IV,63,Diesel,SUV,5,10.8 km/litre,5,200 mm,Ventilated Disc,Ventilated Disc,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,235/70R16,235/70R16,Hydraulic Power,All Windows,150PS@4000rpm,320Nm@1700-2700rpm,7,981
Tata,Safari Storme,2.2 Vx 4X2 Varicor 400,1479.574 ,2179 cc,76.029,71.083,blue,south carolina,4,BS IV,63,Diesel,SUV,5,10.8 km/litre,6,200 mm,Ventilated Disc,Ventilated Disc,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,235/70R16,235/70R16,Electric Power,All Windows,156PS@4000rpm,400Nm@1750-2500rpm,7,981
Tata,Safari Storme,2.2 Vx 4X4 Varicor 400,1643.829 ,2179 cc,41.184,38.504,gray,pennsylvania,4,BS IV,63,Diesel,SUV,5,13.93 km/litre,6,200 mm,Ventilated Disc,Ventilated Disc,Double Wishbone type with Coil Springs,Coil Spring type 5 link rigid axle suspension,235/70R16,235/70R16,Electric Power,All Windows,156PS@4000rpm,400Nm@1750-2500rpm,7,981
Mg,Hector,1.5L Style,1248.000 ,1500 cc,66.692,62.353,silver,south carolina,4,BS IV,50,Petrol,SUV,5,,6,192 mm,Ventilated Disc,Ventilated Disc,,,,,,,141bhp,250NM,5,
Mg,Hector,2.0L Style,1348.000 ,2000 cc,29.45,27.533,black,pennsylvania,4,BS IV,50,Diesel,SUV,5,,6,192 mm,Ventilated Disc,Ventilated Disc,,,,,,,168bhp,350NM,5,
Mg,Hector,2.0L Super,1448.000 ,2000 cc,23.713,22.169,silver,missouri,4,BS IV,50,Diesel,SUV,5,,6,192 mm,,,,,,,,,168bhp,350NM,5,
Mg,Hector,2.0L Smart,1588.000 ,2000 cc,15.467,14.46,silver,pennsylvania,4,BS IV,50,Diesel,SUV,5,,6,192 mm,,,,,,,,,168bhp,350NM,5,
Mg,Hector,2.0L Sharp,1728.000 ,2000 cc,55.557,51.942,black,south carolina,4,BS IV,50,Diesel,SUV,5,,6,192 mm,,,,,,,,,168bhp,350NM,5,
Mg,Hector,1.5L Super,1328.000 ,1500 cc,80.556,75.315,white,missouri,4,BS IV,50,Petrol,SUV,5,,6,192 mm,,,,,,,,,141bhp,250NM,5,
Mg,Hector,1.5L Super Hybrid,1388.000 ,1500 cc,157.04,146.824,black,pennsylvania,4,BS IV,50,Hybrid,SUV,5,,6,192 mm,,,,,,,,,141bhp,250NM,5,
Mg,Hector,1.5L Sharp Hybrid,1628.000 ,1500 cc,24.072,22.505,white,pennsylvania,4,BS IV,50,Hybrid,SUV,5,,6,192 mm,,,,,,,,,141bhp,250NM,5,
Mg,Hector,1.5L Smart Hybrid,1498.000 ,1500 cc,12.698,11.871,maroon,nevada,4,BS IV,50,Hybrid,SUV,5,,6,192 mm,Ventilated Disc,Ventilated Disc,,,,,Yes,,141bhp,250NM,5,
Mg,Hector,1.5L Smart Dct,1568.000 ,1500 cc,8.901,8.321,black,colorado,4,BS IV,50,Petrol,SUV,5,,6,192 mm,,,,,,,,,141bhp,250NM,5,
Mg,Hector,1.5L Sharp Dct,1718.000 ,1500 cc,6.375,5.96,black,nevada,4,BS IV,50,Petrol,SUV,5,,6,192 mm,,,,,,,,,141bhp,250NM,5,
Tata,Nexon Ev,Xm,1399.000 ,1800 cc,9.126,8.531,white,pennsylvania,4,BS 6,50,Electric,SUV,5,,,205 mm,Ventilated Disc,Solid Disc,Independent MacPherson Dual path Strut with coil spring,Torsion beam with hydraulic shock absorbers,R16,R16,Electric Power,All Windows,129PS,245Nm,5,
Tata,Nexon Ev,Xz Plus,1499.000 ,1800 cc,51.238,47.904,silver,pennsylvania,4,BS 6,50,Electric,SUV,5,,,205 mm,Ventilated Disc,Solid Disc,Independent MacPherson Dual path Strut with coil spring,Torsion beam with hydraulic shock absorbers,R16,R16,Electric Power,All Windows,129PS,245Nm,5,
Tata,Nexon Ev,Xz Plus Lux,1599.000 ,1800 cc,13.798,12.899,black,nevada,4,BS 6,50,Electric,SUV,5,,,205 mm,Ventilated Disc,Solid Disc,Independent MacPherson Dual path Strut with coil spring,Torsion beam with hydraulic shock absorbers,R16,R16,Electric Power,All Windows,129PS,245Nm,5,
Hyundai,Elantra,S,1589.000 ,1999 cc,48.911,45.728,white,pennsylvania,4,BS 6,50,Petrol,Sedan,4,13.1 km/litre,6,,Ventilated Disc,Ventilated Disc,Mcpherson strut Type with coil spring,Coupled Torsion Beam Axle,205/60R16,205/60R16,Electric Power,All Windows,152PS@6200rpm,196Nm@4000rpm,5,
Hyundai,Elantra,Sx,1849.000 ,1999 cc,22.925,21.433,black,california,4,BS 6,50,Petrol,Sedan,4,13.1 km/litre,6,,Ventilated Disc,Ventilated Disc,Mcpherson strut Type with coil spring,Coupled Torsion Beam Axle,205/60R16,205/60R16,Electric Power,All Windows,152PS@6200rpm,196Nm@4000rpm,5,
Hyundai,Elantra,Sx At,1949.000 ,1999 cc,26.232,24.524,white,nevada,4,BS 6,50,Petrol,Sedan,4,13.1 km/litre,6,,Ventilated Disc,Ventilated Disc,Mcpherson strut Type with coil spring,Coupled Torsion Beam Axle,205/60R16,205/60R16,Electric Power,All Windows,152PS@6200rpm,196Nm@4000rpm,5,
Hyundai,Elantra,Sx(O) At,2039.000 ,1999 cc,42.541,39.773,white,pennsylvania,4,BS 6,50,Petrol,Sedan,4,13.1 km/litre,6,,Ventilated Disc,Ventilated Disc,Mcpherson strut Type with coil spring,Coupled Torsion Beam Axle,205/60R16,205/60R16,Electric Power,All Windows,152PS@6200rpm,196Nm@4000rpm,5,
Hyundai,Tucson,2Wd Mt Diesel,2079.717 ,1995 cc,55.616,51.997,gray,nevada,4,BS IV,62,Diesel,SUV,5,16.38 km/litre,5,,Ventilated Disc,Solid Disc,McPherson strut with coil spring,Multilink Type with Coil Spring,225 / 60 R17,225 / 60 R17,Electric Power,All Windows,185PS@4000rpm,400NM@1750rpm,5,
Hyundai,Tucson,2Wd Mt Petrol,1876.656 ,1999 cc,5.711,5.338,gray,pennsylvania,4,BS IV,62,Petrol,SUV,5,13.3 km/litre,5,,Ventilated Disc,Solid Disc,McPherson strut with coil spring,Multilink Type with Coil Spring,225 / 60 R17,225 / 60 R17,Electric Power,All Windows,155PS@6200rpm,192NM@4000rpm,5,
Hyundai,Tucson,2Wd At Gl Diesel,2364.354 ,1995 cc,0.11,0.102,black,nevada,4,BS IV,62,Diesel,SUV,5,16.38 km/litre,5,,Ventilated Disc,Solid Disc,McPherson strut with coil spring,Multilink Type with Coil Spring,225/55 R18,225/55 R18,Electric Power,All Windows,185PS@4000rpm,400NM@1750rpm,5,
Hyundai,Tucson,2Wd At Gl Petrol,2187.384 ,1999 cc,11.337,10.599,gray,pennsylvania,4,BS IV,62,Petrol,SUV,5,13.3 km/litre,5,,Ventilated Disc,Solid Disc,McPherson strut with coil spring,Multilink Type with Coil Spring,225/55 R18,225/55 R18,Electric Power,All Windows,155PS@6200rpm,192NM@4000rpm,5,
Hyundai,Tucson,4Wd At Gls Diesel,2697.417 ,1995 cc,39.348,36.788,silver,pennsylvania,4,BS IV,62,Diesel,SUV,5,16.38 km/litre,5,,Ventilated Disc,Ventilated Disc,McPherson strut with coil spring,Multilink Type with Coil Spring,225/55 R18,225/55 R18,Electric Power,All Windows,185PS@4000rpm,400NM@1750rpm,5,
Hyundai,Tucson,2Wd At Gls Petrol,2373.522 ,1999 cc,14.351,13.416,maroon,nevada,4,BS IV,62,Petrol,SUV,5,13.3 km/litre,5,,Ventilated Disc,Solid Disc,McPherson strut with coil spring,Multilink Type with Coil Spring,225/55 R18,225/55 R18,Electric Power,All Windows,155PS@6200rpm,192NM@4000rpm,5,
Hyundai,Tucson,2Wd At Gl(O) Petrol,2246.749 ,1999 cc,26.529,24.803,black,pennsylvania,4,BS IV,62,Petrol,SUV,5,13.3 km/litre,5,,Ventilated Disc,Solid Disc,McPherson strut with coil spring,Multilink Type with Coil Spring,225/55 R18,225/55 R18,Electric Power,All Windows,155PS@6200rpm,192NM@4000rpm,5,
Hyundai,Tucson,2Wd At Gl(O) Diesel,2423.720 ,1995 cc,67.956,63.535,black,michigan,4,BS IV,62,Diesel,SUV,5,16.38 km/litre,5,,Ventilated Disc,Solid Disc,McPherson strut with coil spring,Multilink Type with Coil Spring,225/55 R18,225/55 R18,Electric Power,All Windows,185PS@4000rpm,400NM@1750rpm,5,
Volkswagen,Passat,2.0 Tdi Comfortline,3021.500 ,1968 cc,81.174,75.893,black,nevada,4,BS IV,55,Diesel,Sedan,4,,7,,Ventilated Disc,Ventilated Disc,McPherson Strut with Coil Spring Rear,Multi-link with suspension stabiliser,215 / 60 R16,215 / 60 R16,Electric Power,All Windows,180PS@3600-4000rpm,350Nm@1750-2500rpm,5,586
Volkswagen,Passat,2.0 Tdi Highline,3321.500 ,1968 cc,27.609,25.812,silver,pennsylvania,4,BS IV,66,Diesel,Sedan,4,,7,,Ventilated Disc,Ventilated Disc,McPherson Strut with Coil Spring Rear,Multi-link with suspension stabiliser,215/55 R17,215/55 R17,Electric Power,All Windows,180PS@3600-4000rpm,350Nm@1750-2500rpm,5,586
Volkswagen,Passat,2.0 Tdi Comfortline Connect,2599.000 ,1968 cc,20.38,19.054,black,michigan,4,BS IV,55,Diesel,Sedan,4,,7,,Ventilated Disc,Ventilated Disc,McPherson Strut with Coil Spring Rear,Multi-link with suspension stabiliser,215 / 60 R16,215 / 60 R16,Electric Power,All Windows,180PS@3600-4000rpm,350Nm@1750-2500rpm,5,586
Volkswagen,Passat,2.0 Tdi Highline Connect,2899.000 ,1968 cc,18.392,17.194,white,nevada,4,BS IV,66,Diesel,Sedan,4,,7,,Ventilated Disc,Ventilated Disc,McPherson Strut with Coil Spring Rear,Multi-link with suspension stabiliser,215/55 R17,215/55 R17,Electric Power,All Windows,180PS@3600-4000rpm,350Nm@1750-2500rpm,5,586
Mercedes,Benz A-Class,180,2785.288 ,1595 cc,27.602,25.806,black,pennsylvania,4,BS IV,50,Petrol,Hatchback,5,12.03 km/litre,7,160 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut,Torsion Beam,205/55R16,205/55R16,Electric Power,All Windows,122PS@5000rpm,200Nm@1250-4000rpm,5,341
Mercedes,Benz A-Class,200D,2886.871 ,2143 cc,16.774,15.682,black,michigan,4,BS IV,50,Diesel,Hatchback,5,12.03 km/litre,7,160 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut,Torsion Beam,205/55R16,205/55R16,Electric Power,All Windows,136PS@4400RPM,300Nm@1600-3000rpm,5,341
Volvo,V40 Cross Country,D3,3283.000 ,1984 cc,3.311,3.095,white,nevada,5,BS IV,60,Diesel,Hatchback,5,13.05 km/litre,6,132 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut Coil Spring,Independent suspension with McPherson Struts,115/90R16,115/90R16,Electric Power,All Windows,150PS@3500rpm,350Nm@1500-2750rpm,5,324
Volvo,V40 Cross Country,T4,2962.000 ,1596 cc,7.998,7.477,white,pennsylvania,4,BS IV,50,Petrol,Hatchback,5,12 km/litre,6,132 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut Coil Spring,Independent suspension with McPherson Struts,115/90R16,115/90R16,Electric Power,All Windows,180PS@5700rpm,240Nm@1600-500rpm,5,324
Mini,Countryman,Cooper S,3490.000 ,1998 cc,1.526,1.426,black,pennsylvania,4,BS IV,47,Petrol,Hatchback,5,,8,,Solid Disc,Drum,McPherson Strut,Multilink,205 / 55 R17,205 / 55 R17,Electric Power,All Windows,192PS@5500rpm,280Nm@1350rpm,5,350
Mini,Countryman,Cooper Sd,3740.000 ,1998 cc,39.384,36.821,gray,michigan,4,BS IV,47,Diesel,Hatchback,5,,8,,Solid Disc,Drum,,,205/55,205/55,Electric Power,All Windows,190PS@5500rpm,400NM@1750rpm,5,350
Mini,Countryman,Cooper S Jcw Inspimaroon,4140.000 ,1998 cc,14.114,13.195,blue,nevada,4,BS IV,47,Petrol,Hatchback,5,,8,,Solid Disc,Drum,McPherson Strut,Multilink,205 / 55 R18,205 / 55 R18,Electric Power,All Windows,192PS@5500rpm,280Nm@1350rpm,5,350
Mini,Countryman,Black Edition,4240.000 ,1998 cc,8.588,8.029,white,pennsylvania,4,BS IV,47,Petrol,Hatchback,5,,8,,Solid Disc,Drum,McPherson Strut,Multilink,205 / 55 R18,205 / 55 R18,Electric Power,All Windows,192PS@5500rpm,280Nm@1350rpm,5,350
Mercedes,Benz C-Class,C 220D Prime,4020.000 ,1950 cc,20.397,19.069,gray,pennsylvania,4,BS 6,66,Diesel,Sedan,4,,9,157 mm,Ventilated Disc,Ventilated Disc,AGILITY CONTROL suspension with selective damping system,AGILITY CONTROL suspension with selective damping system,225/50R17,225/50R17,Electric Power,All Windows,192bhp@3800rpm,400Nm@1600rpm,5,480
Mercedes,Benz C-Class,C 220D Progressive,4670.000 ,1950 cc,18.78,17.558,maroon,georgia,4,BS 6,66,Diesel,Sedan,4,,9,157 mm,Ventilated Disc,Ventilated Disc,AGILITY CONTROL suspension with selective damping system,AGILITY CONTROL suspension with selective damping system,225/50R17,225/50R17,Electric Power,All Windows,192bhp@3800rpm,400Nm@1600rpm,5,480
Mercedes,Benz C-Class,C 300D Amg Line,4974.750 ,1950 cc,1.38,1.29,darkgreen,pennsylvania,4,BS 6,66,Diesel,Sedan,4,,9,157 mm,Ventilated Disc,Ventilated Disc,AGILITY CONTROL suspension with selective damping system,AGILITY CONTROL suspension with selective damping system,225/50R17,225/50R17,Electric Power,All Windows,241bhp@4200rpm,500Nm@1600rpm,5,480
